REGION,TERRITORIO
20 NORESTE,2005 ESCOBEDO
42 SUR,4202 JIUTEPEC
61 CHIAPAS,6104 JUCHITAN
63 GOLFO,6303 VILLAHERMOSA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
50 METRO NORPONIENTE,5003 TLALNEPANTLA
20 NORESTE,2003 MONTERREY
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
61 CHIAPAS,6101 TUXTLA
51 METRO PONIENTE,5104 HUIXQUILUCAN
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
41 METRO SURORIENTE,4103 COYOACAN
21 HUASTECA,2102 SAN LUIS POTOSÍ
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
63 GOLFO,6303 VILLAHERMOSA
20 NORESTE,2005 ESCOBEDO
51 METRO PONIENTE,5106 NAUCALPAN
11 PACIFICO,1103 MAZATLAN CULIACAN
60 PUEBLA,6002 PUEBLA
11 PACIFICO,1101 LA PAZ
31 JALISCO,3101 ALTOS JALISCO
40 METRO ORIENTE,4003 CHIMALHUACAN
40 METRO ORIENTE,4005 ACOLMAN
33 BAJIO,3301 LEON
40 METRO ORIENTE,4005 ACOLMAN
21 HUASTECA,2105 TULA
33 BAJIO,3305 QUERÉTARO
41 METRO SURORIENTE,4106 CHALCO
11 PACIFICO,1103 MAZATLAN CULIACAN
21 HUASTECA,2104 ZACATECAS
51 METRO PONIENTE,5103 BENITO JUAREZ
31 JALISCO,3103 GUADALAJARA
42 SUR,4203 CUAUTLA
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
42 SUR,4202 JIUTEPEC
21 HUASTECA,2104 ZACATECAS
10 FRONTERA OESTE,1001 TIJUANA
41 METRO SURORIENTE,4101 IZTAPALAPA
33 BAJIO,3305 QUERÉTARO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
41 METRO SURORIENTE,4101 IZTAPALAPA
51 METRO PONIENTE,5104 HUIXQUILUCAN
10 FRONTERA OESTE,1001 TIJUANA
20 NORESTE,2006 TAMPICO
10 FRONTERA OESTE,1001 TIJUANA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
21 HUASTECA,2102 SAN LUIS POTOSÍ
41 METRO SURORIENTE,4102 ALVARO OBREGON
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
62 PENINSULA,6205 PLAYA DEL CARMEN
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
42 SUR,4201 CUERNAVACA
10 FRONTERA OESTE,1004 HERMOSILLO
40 METRO ORIENTE,4004 TEXCOCO
52 VALLE DE TOLUCA,5201 TOLUCA
61 CHIAPAS,6104 JUCHITAN
61 CHIAPAS,6101 TUXTLA
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
31 JALISCO,3101 ALTOS JALISCO
60 PUEBLA,6002 PUEBLA
21 HUASTECA,2101 AGUASCALIENTES
33 BAJIO,3304 CELAYA
12 LAGUNA CHIHUAHUA,1205 COAHUILA
31 JALISCO,3102 ZAPOPAN
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
50 METRO NORPONIENTE,5002 ATIZAPAN
33 BAJIO,3301 LEON
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
60 PUEBLA,6002 PUEBLA
60 PUEBLA,6003 ZACAPOAXTLA
63 GOLFO,6303 VILLAHERMOSA
20 NORESTE,2008 MARTINEZ DE LA TORRE
21 HUASTECA,2107 TULANCINGO
10 FRONTERA OESTE,1001 TIJUANA
63 GOLFO,6305 CIUDAD DEL CARMEN
30 COSTA OCCIDENTE,3003 OCOTLAN
61 CHIAPAS,6101 TUXTLA
42 SUR,4208 OAXACA
41 METRO SURORIENTE,4102 ALVARO OBREGON
11 PACIFICO,1103 MAZATLAN CULIACAN
21 HUASTECA,2105 TULA
31 JALISCO,3105 TLAQUEPAQUE
52 VALLE DE TOLUCA,5207 TEXMELUCAN
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
21 HUASTECA,2101 AGUASCALIENTES
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
21 HUASTECA,2101 AGUASCALIENTES
60 PUEBLA,6005 ORIZABA
51 METRO PONIENTE,5105 TECAMAC
60 PUEBLA,6001 TEHUACAN
41 METRO SURORIENTE,4104 TLALPAN
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
40 METRO ORIENTE,4004 TEXCOCO
61 CHIAPAS,6102 TAPACHULA
51 METRO PONIENTE,5101 CUAUHTEMOC
10 FRONTERA OESTE,1001 TIJUANA
10 FRONTERA OESTE,1001 TIJUANA
11 PACIFICO,1101 LA PAZ
31 JALISCO,3104 TONALA
21 HUASTECA,2106 PACHUCA
60 PUEBLA,6002 PUEBLA
20 NORESTE,2008 MARTINEZ DE LA TORRE
50 METRO NORPONIENTE,5003 TLALNEPANTLA
41 METRO SURORIENTE,4104 TLALPAN
10 FRONTERA OESTE,1004 HERMOSILLO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
11 PACIFICO,1101 LA PAZ
10 FRONTERA OESTE,1001 TIJUANA
31 JALISCO,3103 GUADALAJARA
60 PUEBLA,6004 VERACRUZ
20 NORESTE,2002 GUADALUPE
61 CHIAPAS,6104 JUCHITAN
61 CHIAPAS,6103 MEZCALAPA
31 JALISCO,3104 TONALA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
30 COSTA OCCIDENTE,3004 COLIMA
21 HUASTECA,2104 ZACATECAS
42 SUR,4204 QUECHULTENANGO
40 METRO ORIENTE,4005 ACOLMAN
61 CHIAPAS,6102 TAPACHULA
63 GOLFO,6302 COATZACOALCOS
41 METRO SURORIENTE,4101 IZTAPALAPA
42 SUR,4207 TLACOLULA
21 HUASTECA,2104 ZACATECAS
62 PENINSULA,6201 CANCUN
51 METRO PONIENTE,5103 BENITO JUAREZ
52 VALLE DE TOLUCA,5205 ATLACOMULCO
31 JALISCO,3105 TLAQUEPAQUE
52 VALLE DE TOLUCA,5201 TOLUCA
63 GOLFO,6302 COATZACOALCOS
51 METRO PONIENTE,5104 HUIXQUILUCAN
42 SUR,4201 CUERNAVACA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
51 METRO PONIENTE,5103 BENITO JUAREZ
41 METRO SURORIENTE,4105 TLAHUAC
40 METRO ORIENTE,4006 ECATEPEC
20 NORESTE,2004 SAN PEDRO GARZA
62 PENINSULA,6205 PLAYA DEL CARMEN
31 JALISCO,3105 TLAQUEPAQUE
21 HUASTECA,2102 SAN LUIS POTOSÍ
62 PENINSULA,6204 UMAN
32 MICHOACÁN,3203 ZACAPU
31 JALISCO,3104 TONALA
51 METRO PONIENTE,5103 BENITO JUAREZ
33 BAJIO,3301 LEON
41 METRO SURORIENTE,4103 COYOACAN
52 VALLE DE TOLUCA,5203 LERMA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
60 PUEBLA,6006 XALAPA
40 METRO ORIENTE,4004 TEXCOCO
52 VALLE DE TOLUCA,5203 LERMA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
31 JALISCO,3104 TONALA
31 JALISCO,3101 ALTOS JALISCO
42 SUR,4206 PUNGARABATO
52 VALLE DE TOLUCA,5207 TEXMELUCAN
10 FRONTERA OESTE,1002 MEXICALI
60 PUEBLA,6002 PUEBLA
33 BAJIO,3305 QUERÉTARO
21 HUASTECA,2101 AGUASCALIENTES
60 PUEBLA,6002 PUEBLA
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
62 PENINSULA,6202 CAMPECHE
21 HUASTECA,2103 SAN LUIS FORANEO
63 GOLFO,6301 ACAYUCAN
20 NORESTE,2002 GUADALUPE
21 HUASTECA,2106 PACHUCA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
21 HUASTECA,2106 PACHUCA
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
10 FRONTERA OESTE,1002 MEXICALI
31 JALISCO,3102 ZAPOPAN
42 SUR,4208 OAXACA
60 PUEBLA,6001 TEHUACAN
30 COSTA OCCIDENTE,3003 OCOTLAN
20 NORESTE,2003 MONTERREY
40 METRO ORIENTE,4003 CHIMALHUACAN
52 VALLE DE TOLUCA,5203 LERMA
31 JALISCO,3104 TONALA
31 JALISCO,3102 ZAPOPAN
31 JALISCO,3101 ALTOS JALISCO
20 NORESTE,2007 POZA RICA
60 PUEBLA,6002 PUEBLA
51 METRO PONIENTE,5106 NAUCALPAN
12 LAGUNA CHIHUAHUA,1202 TORREON
11 PACIFICO,1101 LA PAZ
42 SUR,4204 QUECHULTENANGO
42 SUR,4201 CUERNAVACA
51 METRO PONIENTE,5106 NAUCALPAN
42 SUR,4205 ACAPULCO
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
11 PACIFICO,1102 SINALOA
11 PACIFICO,1101 LA PAZ
40 METRO ORIENTE,4004 TEXCOCO
42 SUR,4203 CUAUTLA
42 SUR,4202 JIUTEPEC
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
32 MICHOACÁN,3201 MORELIA
31 JALISCO,3101 ALTOS JALISCO
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
31 JALISCO,3101 ALTOS JALISCO
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
12 LAGUNA CHIHUAHUA,1201 DURANGO
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
33 BAJIO,3301 LEON
61 CHIAPAS,6101 TUXTLA
10 FRONTERA OESTE,1001 TIJUANA
32 MICHOACÁN,3203 ZACAPU
10 FRONTERA OESTE,1002 MEXICALI
52 VALLE DE TOLUCA,5203 LERMA
42 SUR,4205 ACAPULCO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
42 SUR,4208 OAXACA
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
60 PUEBLA,6006 XALAPA
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
60 PUEBLA,6002 PUEBLA
51 METRO PONIENTE,5104 HUIXQUILUCAN
33 BAJIO,3305 QUERÉTARO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
62 PENINSULA,6205 PLAYA DEL CARMEN
41 METRO SURORIENTE,4106 CHALCO
40 METRO ORIENTE,4004 TEXCOCO
12 LAGUNA CHIHUAHUA,1202 TORREON
12 LAGUNA CHIHUAHUA,1201 DURANGO
20 NORESTE,2003 MONTERREY
32 MICHOACÁN,3202 URUAPAN
10 FRONTERA OESTE,1001 TIJUANA
20 NORESTE,2006 TAMPICO
21 HUASTECA,2105 TULA
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
40 METRO ORIENTE,4004 TEXCOCO
10 FRONTERA OESTE,1001 TIJUANA
51 METRO PONIENTE,5106 NAUCALPAN
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
10 FRONTERA OESTE,1002 MEXICALI
20 NORESTE,2008 MARTINEZ DE LA TORRE
10 FRONTERA OESTE,1001 TIJUANA
30 COSTA OCCIDENTE,3002 JALISCO SUR
51 METRO PONIENTE,5105 TECAMAC
21 HUASTECA,2104 ZACATECAS
33 BAJIO,3305 QUERÉTARO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
31 JALISCO,3101 ALTOS JALISCO
40 METRO ORIENTE,4005 ACOLMAN
42 SUR,4205 ACAPULCO
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4004 TEXCOCO
60 PUEBLA,6002 PUEBLA
33 BAJIO,3305 QUERÉTARO
41 METRO SURORIENTE,4102 ALVARO OBREGON
21 HUASTECA,2101 AGUASCALIENTES
60 PUEBLA,6004 VERACRUZ
63 GOLFO,6305 CIUDAD DEL CARMEN
30 COSTA OCCIDENTE,3004 COLIMA
42 SUR,4206 PUNGARABATO
20 NORESTE,2004 SAN PEDRO GARZA
51 METRO PONIENTE,5106 NAUCALPAN
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
50 METRO NORPONIENTE,5002 ATIZAPAN
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
30 COSTA OCCIDENTE,3003 OCOTLAN
60 PUEBLA,6006 XALAPA
33 BAJIO,3305 QUERÉTARO
31 JALISCO,3101 ALTOS JALISCO
51 METRO PONIENTE,5102 IZTACALCO
20 NORESTE,2005 ESCOBEDO
32 MICHOACÁN,3204 PATZCUARO
30 COSTA OCCIDENTE,3002 JALISCO SUR
51 METRO PONIENTE,5101 CUAUHTEMOC
31 JALISCO,3102 ZAPOPAN
50 METRO NORPONIENTE,5004 COACALCO
62 PENINSULA,6204 UMAN
51 METRO PONIENTE,5106 NAUCALPAN
20 NORESTE,2007 POZA RICA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
21 HUASTECA,2103 SAN LUIS FORANEO
42 SUR,4204 QUECHULTENANGO
42 SUR,4201 CUERNAVACA
41 METRO SURORIENTE,4102 ALVARO OBREGON
21 HUASTECA,2104 ZACATECAS
50 METRO NORPONIENTE,5002 ATIZAPAN
21 HUASTECA,2106 PACHUCA
20 NORESTE,2002 GUADALUPE
63 GOLFO,6301 ACAYUCAN
11 PACIFICO,1101 LA PAZ
21 HUASTECA,2103 SAN LUIS FORANEO
11 PACIFICO,1103 MAZATLAN CULIACAN
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
42 SUR,4203 CUAUTLA
31 JALISCO,3102 ZAPOPAN
61 CHIAPAS,6101 TUXTLA
12 LAGUNA CHIHUAHUA,1205 COAHUILA
21 HUASTECA,2104 ZACATECAS
30 COSTA OCCIDENTE,3003 OCOTLAN
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
41 METRO SURORIENTE,4107 XOCHIMILCO
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
60 PUEBLA,6004 VERACRUZ
60 PUEBLA,6003 ZACAPOAXTLA
31 JALISCO,3104 TONALA
60 PUEBLA,6002 PUEBLA
63 GOLFO,6305 CIUDAD DEL CARMEN
60 PUEBLA,6006 XALAPA
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6006 XALAPA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
12 LAGUNA CHIHUAHUA,1201 DURANGO
12 LAGUNA CHIHUAHUA,1203 JUAREZ
20 NORESTE,2002 GUADALUPE
63 GOLFO,6301 ACAYUCAN
42 SUR,4207 TLACOLULA
20 NORESTE,2007 POZA RICA
31 JALISCO,3102 ZAPOPAN
21 HUASTECA,2102 SAN LUIS POTOSÍ
11 PACIFICO,1101 LA PAZ
20 NORESTE,2008 MARTINEZ DE LA TORRE
21 HUASTECA,2103 SAN LUIS FORANEO
33 BAJIO,3303 IRAPUATO
62 PENINSULA,6204 UMAN
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
42 SUR,4208 OAXACA
40 METRO ORIENTE,4006 ECATEPEC
20 NORESTE,2001 REYNOSA
60 PUEBLA,6002 PUEBLA
21 HUASTECA,2102 SAN LUIS POTOSÍ
11 PACIFICO,1102 SINALOA
32 MICHOACÁN,3204 PATZCUARO
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
10 FRONTERA OESTE,1004 HERMOSILLO
50 METRO NORPONIENTE,5003 TLALNEPANTLA
32 MICHOACÁN,3204 PATZCUARO
30 COSTA OCCIDENTE,3003 OCOTLAN
30 COSTA OCCIDENTE,3002 JALISCO SUR
21 HUASTECA,2103 SAN LUIS FORANEO
62 PENINSULA,6205 PLAYA DEL CARMEN
41 METRO SURORIENTE,4102 ALVARO OBREGON
11 PACIFICO,1101 LA PAZ
20 NORESTE,2001 REYNOSA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
33 BAJIO,3305 QUERÉTARO
60 PUEBLA,6006 XALAPA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
61 CHIAPAS,6103 MEZCALAPA
20 NORESTE,2007 POZA RICA
11 PACIFICO,1101 LA PAZ
20 NORESTE,2006 TAMPICO
42 SUR,4201 CUERNAVACA
62 PENINSULA,6203 MERIDA
30 COSTA OCCIDENTE,3003 OCOTLAN
12 LAGUNA CHIHUAHUA,1202 TORREON
62 PENINSULA,6204 UMAN
20 NORESTE,2005 ESCOBEDO
63 GOLFO,6303 VILLAHERMOSA
20 NORESTE,2003 MONTERREY
21 HUASTECA,2101 AGUASCALIENTES
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
52 VALLE DE TOLUCA,5203 LERMA
42 SUR,4203 CUAUTLA
42 SUR,4201 CUERNAVACA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
50 METRO NORPONIENTE,5004 COACALCO
30 COSTA OCCIDENTE,3002 JALISCO SUR
33 BAJIO,3304 CELAYA
12 LAGUNA CHIHUAHUA,1205 COAHUILA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
50 METRO NORPONIENTE,5002 ATIZAPAN
41 METRO SURORIENTE,4107 XOCHIMILCO
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
32 MICHOACÁN,3203 ZACAPU
51 METRO PONIENTE,5106 NAUCALPAN
41 METRO SURORIENTE,4106 CHALCO
21 HUASTECA,2101 AGUASCALIENTES
21 HUASTECA,2105 TULA
33 BAJIO,3301 LEON
51 METRO PONIENTE,5103 BENITO JUAREZ
42 SUR,4201 CUERNAVACA
62 PENINSULA,6203 MERIDA
31 JALISCO,3101 ALTOS JALISCO
63 GOLFO,6304 HUIMANGUILLO
20 NORESTE,2006 TAMPICO
10 FRONTERA OESTE,1001 TIJUANA
21 HUASTECA,2106 PACHUCA
61 CHIAPAS,6102 TAPACHULA
50 METRO NORPONIENTE,5002 ATIZAPAN
20 NORESTE,2006 TAMPICO
41 METRO SURORIENTE,4102 ALVARO OBREGON
40 METRO ORIENTE,4004 TEXCOCO
20 NORESTE,2003 MONTERREY
42 SUR,4203 CUAUTLA
61 CHIAPAS,6102 TAPACHULA
32 MICHOACÁN,3204 PATZCUARO
11 PACIFICO,1103 MAZATLAN CULIACAN
60 PUEBLA,6005 ORIZABA
61 CHIAPAS,6101 TUXTLA
20 NORESTE,2003 MONTERREY
21 HUASTECA,2107 TULANCINGO
63 GOLFO,6302 COATZACOALCOS
61 CHIAPAS,6103 MEZCALAPA
21 HUASTECA,2105 TULA
61 CHIAPAS,6101 TUXTLA
52 VALLE DE TOLUCA,5207 TEXMELUCAN
40 METRO ORIENTE,4003 CHIMALHUACAN
20 NORESTE,2007 POZA RICA
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
51 METRO PONIENTE,5106 NAUCALPAN
50 METRO NORPONIENTE,5003 TLALNEPANTLA
42 SUR,4203 CUAUTLA
31 JALISCO,3103 GUADALAJARA
40 METRO ORIENTE,4005 ACOLMAN
42 SUR,4208 OAXACA
20 NORESTE,2002 GUADALUPE
11 PACIFICO,1103 MAZATLAN CULIACAN
40 METRO ORIENTE,4003 CHIMALHUACAN
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
62 PENINSULA,6201 CANCUN
60 PUEBLA,6002 PUEBLA
62 PENINSULA,6202 CAMPECHE
20 NORESTE,2007 POZA RICA
20 NORESTE,2003 MONTERREY
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
12 LAGUNA CHIHUAHUA,1201 DURANGO
42 SUR,4206 PUNGARABATO
31 JALISCO,3101 ALTOS JALISCO
32 MICHOACÁN,3204 PATZCUARO
31 JALISCO,3105 TLAQUEPAQUE
32 MICHOACÁN,3202 URUAPAN
63 GOLFO,6304 HUIMANGUILLO
63 GOLFO,6303 VILLAHERMOSA
10 FRONTERA OESTE,1001 TIJUANA
41 METRO SURORIENTE,4107 XOCHIMILCO
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
30 COSTA OCCIDENTE,3003 OCOTLAN
11 PACIFICO,1104 TEPIC
31 JALISCO,3101 ALTOS JALISCO
60 PUEBLA,6004 VERACRUZ
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
51 METRO PONIENTE,5104 HUIXQUILUCAN
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
21 HUASTECA,2105 TULA
42 SUR,4207 TLACOLULA
61 CHIAPAS,6101 TUXTLA
61 CHIAPAS,6101 TUXTLA
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
33 BAJIO,3301 LEON
11 PACIFICO,1101 LA PAZ
42 SUR,4202 JIUTEPEC
32 MICHOACÁN,3204 PATZCUARO
20 NORESTE,2008 MARTINEZ DE LA TORRE
31 JALISCO,3103 GUADALAJARA
50 METRO NORPONIENTE,5002 ATIZAPAN
21 HUASTECA,2106 PACHUCA
21 HUASTECA,2105 TULA
50 METRO NORPONIENTE,5004 COACALCO
52 VALLE DE TOLUCA,5201 TOLUCA
21 HUASTECA,2105 TULA
10 FRONTERA OESTE,1004 HERMOSILLO
41 METRO SURORIENTE,4103 COYOACAN
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
21 HUASTECA,2107 TULANCINGO
42 SUR,4201 CUERNAVACA
10 FRONTERA OESTE,1001 TIJUANA
51 METRO PONIENTE,5101 CUAUHTEMOC
21 HUASTECA,2105 TULA
51 METRO PONIENTE,5106 NAUCALPAN
21 HUASTECA,2107 TULANCINGO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
21 HUASTECA,2105 TULA
60 PUEBLA,6001 TEHUACAN
60 PUEBLA,6005 ORIZABA
11 PACIFICO,1104 TEPIC
52 VALLE DE TOLUCA,5205 ATLACOMULCO
62 PENINSULA,6204 UMAN
61 CHIAPAS,6104 JUCHITAN
30 COSTA OCCIDENTE,3004 COLIMA
10 FRONTERA OESTE,1001 TIJUANA
21 HUASTECA,2107 TULANCINGO
42 SUR,4208 OAXACA
40 METRO ORIENTE,4003 CHIMALHUACAN
21 HUASTECA,2105 TULA
21 HUASTECA,2101 AGUASCALIENTES
63 GOLFO,6303 VILLAHERMOSA
62 PENINSULA,6202 CAMPECHE
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
21 HUASTECA,2107 TULANCINGO
10 FRONTERA OESTE,1001 TIJUANA
60 PUEBLA,6002 PUEBLA
51 METRO PONIENTE,5104 HUIXQUILUCAN
60 PUEBLA,6006 XALAPA
21 HUASTECA,2105 TULA
40 METRO ORIENTE,4004 TEXCOCO
50 METRO NORPONIENTE,5003 TLALNEPANTLA
32 MICHOACÁN,3204 PATZCUARO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
50 METRO NORPONIENTE,5004 COACALCO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
60 PUEBLA,6003 ZACAPOAXTLA
62 PENINSULA,6204 UMAN
32 MICHOACÁN,3203 ZACAPU
10 FRONTERA OESTE,1004 HERMOSILLO
63 GOLFO,6303 VILLAHERMOSA
41 METRO SURORIENTE,4103 COYOACAN
20 NORESTE,2004 SAN PEDRO GARZA
40 METRO ORIENTE,4003 CHIMALHUACAN
32 MICHOACÁN,3203 ZACAPU
52 VALLE DE TOLUCA,5205 ATLACOMULCO
62 PENINSULA,6205 PLAYA DEL CARMEN
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
32 MICHOACÁN,3204 PATZCUARO
60 PUEBLA,6004 VERACRUZ
42 SUR,4205 ACAPULCO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
63 GOLFO,6305 CIUDAD DEL CARMEN
31 JALISCO,3103 GUADALAJARA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
10 FRONTERA OESTE,1001 TIJUANA
62 PENINSULA,6201 CANCUN
10 FRONTERA OESTE,1001 TIJUANA
20 NORESTE,2008 MARTINEZ DE LA TORRE
50 METRO NORPONIENTE,5002 ATIZAPAN
51 METRO PONIENTE,5102 IZTACALCO
63 GOLFO,6305 CIUDAD DEL CARMEN
42 SUR,4207 TLACOLULA
11 PACIFICO,1104 TEPIC
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
42 SUR,4201 CUERNAVACA
50 METRO NORPONIENTE,5002 ATIZAPAN
31 JALISCO,3103 GUADALAJARA
21 HUASTECA,2104 ZACATECAS
63 GOLFO,6304 HUIMANGUILLO
60 PUEBLA,6006 XALAPA
42 SUR,4205 ACAPULCO
33 BAJIO,3303 IRAPUATO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
21 HUASTECA,2106 PACHUCA
21 HUASTECA,2103 SAN LUIS FORANEO
63 GOLFO,6304 HUIMANGUILLO
60 PUEBLA,6001 TEHUACAN
31 JALISCO,3104 TONALA
51 METRO PONIENTE,5102 IZTACALCO
41 METRO SURORIENTE,4106 CHALCO
33 BAJIO,3305 QUERÉTARO
60 PUEBLA,6004 VERACRUZ
60 PUEBLA,6006 XALAPA
21 HUASTECA,2106 PACHUCA
32 MICHOACÁN,3201 MORELIA
50 METRO NORPONIENTE,5004 COACALCO
42 SUR,4202 JIUTEPEC
50 METRO NORPONIENTE,5003 TLALNEPANTLA
41 METRO SURORIENTE,4105 TLAHUAC
32 MICHOACÁN,3202 URUAPAN
60 PUEBLA,6004 VERACRUZ
62 PENINSULA,6203 MERIDA
32 MICHOACÁN,3203 ZACAPU
60 PUEBLA,6001 TEHUACAN
21 HUASTECA,2101 AGUASCALIENTES
20 NORESTE,2006 TAMPICO
60 PUEBLA,6002 PUEBLA
41 METRO SURORIENTE,4103 COYOACAN
41 METRO SURORIENTE,4104 TLALPAN
31 JALISCO,3104 TONALA
51 METRO PONIENTE,5106 NAUCALPAN
33 BAJIO,3305 QUERÉTARO
21 HUASTECA,2104 ZACATECAS
62 PENINSULA,6205 PLAYA DEL CARMEN
61 CHIAPAS,6103 MEZCALAPA
60 PUEBLA,6006 XALAPA
63 GOLFO,6302 COATZACOALCOS
51 METRO PONIENTE,5102 IZTACALCO
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
63 GOLFO,6301 ACAYUCAN
51 METRO PONIENTE,5102 IZTACALCO
21 HUASTECA,2103 SAN LUIS FORANEO
20 NORESTE,2004 SAN PEDRO GARZA
11 PACIFICO,1102 SINALOA
42 SUR,4204 QUECHULTENANGO
60 PUEBLA,6001 TEHUACAN
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
52 VALLE DE TOLUCA,5205 ATLACOMULCO
51 METRO PONIENTE,5105 TECAMAC
42 SUR,4207 TLACOLULA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
11 PACIFICO,1104 TEPIC
21 HUASTECA,2104 ZACATECAS
42 SUR,4207 TLACOLULA
20 NORESTE,2001 REYNOSA
42 SUR,4203 CUAUTLA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
52 VALLE DE TOLUCA,5207 TEXMELUCAN
30 COSTA OCCIDENTE,3003 OCOTLAN
21 HUASTECA,2105 TULA
60 PUEBLA,6005 ORIZABA
10 FRONTERA OESTE,1004 HERMOSILLO
50 METRO NORPONIENTE,5004 COACALCO
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
33 BAJIO,3304 CELAYA
42 SUR,4204 QUECHULTENANGO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
61 CHIAPAS,6101 TUXTLA
42 SUR,4203 CUAUTLA
10 FRONTERA OESTE,1002 MEXICALI
